,Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
2554,2844,909101330,30,RL,60.0,8088,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,2,3,1922,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,498.0,498.0,GasA,TA,N,FuseF,498,0,0,498,0.0,0.0,1,0,1,1,TA,3,Typ,0,,Detchd,1922.0,Unf,1.0,216.0,Fa,Fa,N,0,0,100,0,0,0,,,,0,2,2006,ConLD,Normal,35000
1500,1676,527450030,160,RM,21.0,2205,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,567.0,TA,TA,CBlock,TA,TA,No,ALQ,312.0,Unf,0.0,213.0,525.0,GasA,TA,Y,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Detchd,1973.0,Unf,1.0,264.0,TA,TA,Y,144,0,0,0,0,0,,,,0,2,2007,WD ,Normal,113500
2587,2878,910226060,50,RM,75.0,9060,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1957,1957,Gable,CompShg,MetalSd,MetalSd,BrkFace,327.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,967.0,967.0,GasA,Gd,Y,SBrkr,967,671,0,1638,0.0,0.0,2,0,4,1,Gd,6,Typ,0,,Detchd,1957.0,Unf,1.0,384.0,TA,TA,Y,0,21,0,0,0,0,,,,0,4,2006,WD ,Normal,139000
2389,2666,902400090,30,RM,84.0,11340,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1200.0,1200.0,GasA,TA,Y,FuseA,1200,0,0,1200,0.0,0.0,1,0,4,1,TA,7,Typ,0,,Detchd,1923.0,Unf,1.0,312.0,Fa,Fa,Y,0,0,228,0,0,0,,,,0,3,2006,WD ,Family,125000
1781,1987,902206270,70,RM,57.0,9639,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,4,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1075.0,1075.0,GasA,Ex,Y,SBrkr,1156,642,0,1798,0.0,0.0,2,1,4,1,TA,7,Typ,0,,Detchd,1935.0,Unf,2.0,342.0,TA,TA,N,0,0,160,0,0,0,,MnPrv,,0,5,2007,WD ,Normal,137000
1969,2192,908275200,20,RL,60.0,8172,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,544.0,Unf,0.0,224.0,768.0,GasA,TA,Y,SBrkr,768,0,0,768,0.0,0.0,1,0,2,1,TA,4,Typ,1,Fa,Detchd,1959.0,Unf,1.0,355.0,TA,TA,Y,0,0,196,0,0,0,,MnPrv,,0,7,2007,WD ,Normal,125000
2484,2768,906476140,20,RL,80.0,12000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Fa,CBlock,Gd,Fa,No,LwQ,853.0,Unf,0.0,535.0,1388.0,GasA,Gd,Y,SBrkr,1388,0,0,1388,1.0,0.0,2,0,3,1,TA,6,Typ,1,Po,Attchd,1968.0,RFn,2.0,522.0,TA,TA,Y,0,58,0,0,0,0,,,,0,7,2006,COD,Abnorml,158900
719,805,906223080,60,RL,85.0,10560,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,474.0,Unf,0.0,605.0,1079.0,GasA,Ex,Y,SBrkr,1079,800,0,1879,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,RFn,2.0,473.0,TA,TA,Y,400,100,144,0,0,0,,MnPrv,,0,8,2009,WD ,Normal,239900
960,1071,528180140,120,RL,65.0,8769,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,1540.0,Unf,0.0,162.0,1702.0,GasA,Ex,Y,SBrkr,1702,0,0,1702,1.0,0.0,1,1,1,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3.0,1052.0,TA,TA,Y,0,72,0,0,224,0,,,,0,10,2008,New,Partial,367294
2063,2299,923251160,20,RL,124.0,27697,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,3,1961,1961,Shed,CompShg,Plywood,Plywood,CBlock,198.0,TA,TA,CBlock,TA,TA,No,BLQ,811.0,Unf,0.0,585.0,1396.0,GasA,TA,N,SBrkr,1608,0,0,1608,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1961.0,Unf,1.0,444.0,TA,Fa,Y,152,38,0,0,0,0,,,,0,11,2007,COD,Abnorml,80000
2370,2644,902109010,30,RM,70.0,5684,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,813.0,813.0,GasA,Ex,Y,FuseA,813,0,0,813,0.0,0.0,1,0,2,1,Gd,5,Typ,0,,Detchd,1932.0,Unf,1.0,270.0,Fa,Fa,N,0,113,0,0,0,0,,,,0,6,2006,WD ,Normal,110000
1852,2064,905200010,20,RL,,8169,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,216.0,ALQ,435.0,261.0,912.0,GasA,Ex,Y,SBrkr,912,0,0,912,1.0,0.0,1,0,3,1,Gd,6,Typ,0,,Detchd,1966.0,Unf,1.0,315.0,TA,TA,Y,204,0,0,0,0,0,,MnPrv,,0,7,2007,WD ,Normal,129000
835,936,909451180,160,RM,24.0,1300,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,285.0,Unf,0.0,276.0,561.0,GasA,TA,Y,SBrkr,561,668,0,1229,0.0,0.0,1,1,2,1,TA,5,Typ,1,TA,Attchd,1980.0,Fin,2.0,462.0,TA,TA,Y,150,0,0,0,0,0,,GdPrv,,0,5,2009,WD ,Normal,124000
1705,1905,534453080,20,RL,50.0,5175,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,8,1958,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,150.0,ALQ,404.0,254.0,808.0,GasA,Ex,Y,SBrkr,808,0,0,808,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1963.0,Unf,1.0,308.0,TA,TA,N,143,0,0,0,0,0,,,,0,7,2007,COD,Normal,112000
2201,2456,528429100,20,RL,49.0,15218,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Ex,Gd,No,GLQ,1562.0,Unf,0.0,108.0,1670.0,GasA,Ex,Y,SBrkr,1670,0,0,1670,1.0,0.0,2,1,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,3.0,928.0,TA,TA,Y,0,240,200,0,0,0,,,,0,9,2006,New,Partial,336820
1111,1238,535152200,20,RL,74.0,8856,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,ALQ,621.0,LwQ,52.0,503.0,1176.0,GasA,TA,Y,SBrkr,1176,0,0,1176,1.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,1.0,292.0,TA,TA,Y,0,88,0,0,95,0,,,,0,5,2008,WD ,Normal,136500
453,511,528435050,20,RL,85.0,10130,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,260.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1294.0,Unf,0.0,408.0,1702.0,GasA,Ex,Y,SBrkr,1702,0,0,1702,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3.0,844.0,TA,TA,Y,0,69,0,0,0,0,,,,0,3,2009,WD ,Normal,275500
1123,1250,535305030,20,RL,60.0,7350,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,852.0,Unf,0.0,100.0,952.0,GasA,TA,Y,SBrkr,952,0,0,952,1.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1988.0,Unf,2.0,840.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,COD,Abnorml,139000
2219,2475,531375100,20,RL,63.0,13072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941.0,Unf,0.0,217.0,1158.0,GasA,Ex,Y,SBrkr,1158,0,0,1158,1.0,0.0,1,1,3,1,Gd,5,Typ,0,,Detchd,2006.0,Unf,2.0,576.0,TA,TA,Y,0,50,0,0,0,0,,,,0,5,2006,New,Partial,158000
1348,1506,908226120,50,RL,60.0,12180,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1938,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,585.0,585.0,GasA,Gd,Y,FuseF,585,468,0,1053,0.0,0.0,1,1,2,1,Ex,5,Typ,0,,,,,0.0,0.0,,,N,42,0,0,0,0,0,,,,0,1,2008,WD ,Family,120000
7,9,527146030,120,RL,39.0,5389,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180.0,Unf,0.0,415.0,1595.0,GasA,Ex,Y,SBrkr,1616,0,0,1616,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1995.0,RFn,2.0,608.0,TA,TA,Y,237,152,0,0,0,0,,,,0,3,2010,WD ,Normal,236500
1934,2155,907280100,20,RL,90.0,11248,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1059.0,Unf,0.0,567.0,1626.0,GasA,Ex,Y,SBrkr,1668,0,0,1668,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2002.0,Fin,3.0,702.0,TA,TA,Y,257,45,0,0,0,0,,,,0,7,2007,WD ,Normal,285000
1736,1936,535325090,20,RL,71.0,8540,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1956,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,114.0,ALQ,691.0,120.0,925.0,GasA,TA,Y,SBrkr,925,0,0,925,1.0,0.0,1,0,3,1,Gd,5,Typ,0,,Detchd,1956.0,Unf,1.0,252.0,TA,TA,Y,152,0,0,0,0,0,,,,0,6,2007,WD ,Normal,127000
681,764,904301070,90,RL,60.0,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,Gd,Gd,Gd,GLQ,1200.0,Unf,0.0,0.0,1200.0,GasA,TA,Y,SBrkr,1200,0,0,1200,3.0,0.0,3,0,3,1,TA,5,Typ,0,,,,,0.0,0.0,,,Y,120,0,0,0,0,0,,,,0,3,2009,WD ,Alloca,179000
1633,1825,532377050,20,RL,84.0,7476,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,812.0,Unf,0.0,228.0,1040.0,GasA,TA,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,1,3,1,TA,5,Typ,0,,Detchd,1991.0,Fin,2.0,686.0,TA,TA,Y,188,0,0,0,0,0,,,,0,6,2007,WD ,Normal,145000
2440,2722,905200340,20,RL,102.0,17920,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306.0,Rec,1085.0,372.0,1763.0,GasA,TA,Y,SBrkr,1779,0,0,1779,1.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1955.0,Unf,2.0,454.0,TA,TA,Y,0,418,0,0,312,0,,,,0,7,2006,WD ,Abnorml,170000
341,383,527359180,60,RL,,10304,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,Gd,CBlock,TA,TA,No,ALQ,381.0,Unf,0.0,399.0,780.0,GasA,Ex,Y,SBrkr,1088,780,0,1868,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1976.0,Unf,2.0,484.0,TA,TA,Y,448,96,0,0,0,0,,,,0,10,2009,WD ,Normal,197500
1250,1393,905202230,20,RL,,13500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,429.0,ALQ,1080.0,93.0,1602.0,GasA,Gd,Y,SBrkr,1252,0,0,1252,1.0,0.0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,1960.0,RFn,2.0,564.0,TA,TA,Y,409,0,0,0,0,0,,,,0,3,2008,WD ,Normal,235000
434,486,528280230,60,RL,,12224,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,GLQ,695.0,Unf,0.0,297.0,992.0,GasA,Ex,Y,SBrkr,1022,1032,0,2054,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2000.0,RFn,2.0,390.0,TA,TA,Y,24,48,0,0,0,0,,,,0,7,2009,WD ,Normal,244000
1953,2175,908152060,80,RL,65.0,6285,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,504.0,Unf,0.0,456.0,960.0,GasA,TA,Y,SBrkr,1044,0,0,1044,1.0,0.0,1,0,3,1,TA,7,Typ,1,Fa,Detchd,1976.0,Unf,2.0,528.0,TA,Fa,Y,228,0,0,0,0,0,,,,0,4,2007,WD ,Normal,133500
1577,1764,528327060,20,RL,,11400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,10,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,705.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1282.0,Unf,0.0,1351.0,2633.0,GasA,Ex,Y,SBrkr,2633,0,0,2633,1.0,0.0,2,1,2,1,Ex,8,Typ,2,Gd,Attchd,2001.0,RFn,3.0,804.0,TA,TA,Y,314,140,0,0,0,0,,,,0,3,2007,WD ,Normal,466500
784,877,907290090,20,RL,75.0,9750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1630.0,1630.0,GasA,Ex,Y,SBrkr,1630,0,0,1630,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2000.0,Unf,2.0,451.0,TA,TA,Y,74,234,0,0,0,0,,,,0,10,2009,WD ,Normal,213000
1256,1399,905351089,120,RL,,2887,Pave,,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1003.0,Unf,0.0,288.0,1291.0,GasA,Ex,Y,SBrkr,1291,0,0,1291,1.0,0.0,1,0,2,1,Gd,6,Typ,1,Gd,Attchd,1996.0,Unf,2.0,431.0,TA,TA,Y,307,0,0,0,0,0,,,,0,11,2008,WD ,Normal,173000
2510,2797,907270050,60,RL,67.0,10566,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,261.0,Gd,TA,PConc,Gd,TA,Av,GLQ,920.0,Unf,0.0,170.0,1090.0,GasA,Ex,Y,SBrkr,1090,1124,0,2214,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1999.0,Fin,3.0,646.0,TA,TA,Y,197,80,0,0,0,0,,,,0,7,2006,WD ,Normal,268500
2032,2263,916384150,20,RL,89.0,10991,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,1571.0,1571.0,GasA,Ex,Y,SBrkr,1571,0,0,1571,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,Fin,3.0,722.0,TA,TA,Y,100,36,0,0,0,0,,,,0,12,2007,New,Partial,239000
2365,2638,902101050,50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,Stone,264.0,TA,TA,CBlock,TA,TA,No,Rec,276.0,Unf,0.0,936.0,1212.0,GasA,Gd,Y,FuseA,1226,442,0,1668,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0,0,140,0,0,0,,,,0,5,2006,WD ,Normal,135000
278,315,916125360,20,RL,,57200,Pave,,IR1,Bnk,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,353.0,Rec,334.0,60.0,747.0,GasA,TA,Y,SBrkr,1687,0,0,1687,1.0,0.0,1,0,3,1,TA,7,Min1,2,TA,Detchd,1966.0,Unf,2.0,572.0,TA,TA,N,0,0,50,0,0,0,,,,0,6,2010,WD ,Normal,160000
1000,1114,528429070,20,RL,74.0,13253,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,128.0,Gd,TA,PConc,Ex,TA,No,GLQ,1096.0,Unf,0.0,482.0,1578.0,GasA,Gd,Y,SBrkr,1578,0,0,1578,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Unf,3.0,642.0,TA,TA,Y,0,26,0,0,0,0,,,,0,5,2008,WD ,Normal,240000
246,282,908208020,20,RM,80.0,8546,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1121.0,1121.0,GasA,Ex,Y,SBrkr,1121,0,0,1121,0.0,0.0,2,0,2,1,TA,5,Typ,0,,Attchd,2003.0,RFn,2.0,440.0,TA,TA,Y,132,64,0,0,0,0,,,,0,3,2010,WD ,Normal,140000
383,431,528108140,20,RL,94.0,12220,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2009,2009,Hip,CompShg,CemntBd,CmentBd,BrkFace,305.0,Ex,TA,CBlock,Ex,TA,No,GLQ,1436.0,Unf,0.0,570.0,2006.0,GasA,Ex,Y,SBrkr,2020,0,0,2020,1.0,0.0,2,1,3,1,Ex,9,Typ,1,Gd,Attchd,2009.0,Fin,3.0,900.0,TA,TA,Y,156,54,0,0,0,0,,,,0,9,2009,New,Partial,402861
921,1031,527359070,60,RL,80.0,10480,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,Unf,0.0,400.0,803.0,GasA,TA,Y,SBrkr,1098,866,0,1964,0.0,0.0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1976.0,RFn,2.0,483.0,TA,TA,Y,0,69,0,0,0,0,,,,0,9,2008,WD ,Normal,205000
178,204,903426200,70,RM,60.0,12900,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1912,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Ex,Y,SBrkr,780,780,0,1560,0.0,0.0,1,1,3,1,Gd,7,Typ,0,,,,,0.0,0.0,,,N,344,0,0,0,168,0,,,,0,5,2010,WD ,Normal,159900
540,606,534400050,20,RL,100.0,10004,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,196.0,BLQ,345.0,975.0,1516.0,GasA,TA,Y,SBrkr,1516,0,0,1516,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Attchd,1964.0,RFn,2.0,472.0,TA,TA,Y,0,0,0,0,152,0,,,,0,2,2009,WD ,Normal,167000
352,395,527403040,20,RL,61.0,7930,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439.0,LwQ,472.0,115.0,1026.0,GasA,Gd,Y,SBrkr,1026,0,0,1026,1.0,0.0,1,0,3,1,Gd,5,Typ,0,,Detchd,1969.0,RFn,2.0,440.0,TA,TA,Y,171,48,0,0,0,0,,,,0,7,2009,WD ,Normal,156000
414,465,528218090,60,RL,63.0,10928,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2.0,390.0,TA,TA,Y,100,0,0,0,0,0,,,,0,6,2009,WD ,Normal,184000
863,968,916475040,20,RL,85.0,14601,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,584.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1260.0,Unf,0.0,578.0,1838.0,GasA,Ex,Y,SBrkr,1838,0,0,1838,1.0,0.0,2,0,2,1,Ex,8,Typ,1,Gd,Attchd,2006.0,Fin,3.0,765.0,TA,TA,Y,270,68,0,0,0,0,,,,0,3,2009,WD ,Normal,315000
1481,1653,527328050,20,RL,79.0,11850,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,BrkFace,98.0,TA,TA,CBlock,Gd,TA,No,ALQ,781.0,Unf,0.0,372.0,1153.0,GasA,TA,Y,SBrkr,1177,0,0,1177,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,1984.0,Fin,2.0,495.0,TA,TA,Y,204,103,0,0,0,0,,MnPrv,,0,8,2007,WD ,Normal,151500
2075,2314,527107030,60,RL,,13031,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,592.0,Unf,0.0,99.0,691.0,GasA,Gd,Y,SBrkr,691,807,0,1498,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2.0,409.0,TA,TA,Y,315,44,0,0,0,0,,,,0,7,2006,WD ,Normal,187500
